_id,date,person,website,flat_link,profile_type,delta,delta_bin,duplicate,count,first,stage
ObjectID(584eb0f851d6da3014c1739e),2016-06-21T16:04:14.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AHDK4B","normal",,,false,3,,1
ObjectID(584eb0f951d6da3014c173a0),2016-06-21T16:15:29.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ANTE4B","normal",5.75,5,true,,,1
ObjectID(584eb0fa51d6da3014c173a2),2016-06-21T16:15:58.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ARDH4B","normal",5.73,5,true,,,1
ObjectID(584eb0fa51d6da3014c173a4),2016-06-21T16:16:17.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2AF6K4B","normal",5.7,5,true,,,1
ObjectID(584eb0fa51d6da3014c173a6),2016-06-21T16:16:36.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2ADJ84B","normal",5.78,5,true,,,1
ObjectID(584eb0fb51d6da3014c173a8),2016-06-21T16:16:48.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AHDK4B","normal",5.78,5,true,,,1
ObjectID(584eb0fb51d6da3014c173aa),2016-06-21T16:16:58.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2AR2H4B","extreme",,,true,,,1
ObjectID(584eb0fc51d6da3014c173ac),2016-06-21T16:16:59.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2A2UE4B","normal",5.75,5,true,,,1
ObjectID(584eb0fe51d6da3014c173b4),2016-06-21T16:36:46.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AR2H4B","normal",35.27,35,false,1,,1
ObjectID(584eb0ff51d6da3014c173b6),2016-06-21T16:36:58.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2A2KJ4B","normal",35.13,35,false,1,,4
ObjectID(584eb10151d6da3014c173c0),2016-06-21T16:37:40.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2ANTE4B","normal",22.18,20,false,1,,1
ObjectID(584eb10251d6da3014c173c6),2016-06-21T16:38:24.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2ARDH4B","normal",22.43,20,false,1,,1
ObjectID(584eb10451d6da3014c173ce),2016-06-21T16:39:02.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AF6K4B","normal",22.75,20,false,1,,1
ObjectID(584eb10651d6da3014c173d4),2016-06-21T16:39:28.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2ADJ84B","normal",22.87,20,false,1,,1
ObjectID(584eb10851d6da3014c173de),2016-06-21T16:39:53.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2AHDK4B","normal",23.08,20,false,1,,1
ObjectID(584eb10951d6da3014c173e4),2016-06-21T16:40:09.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2A2UE4B","normal",23.17,20,false,1,,1
ObjectID(584eb10a51d6da3014c173e6),2016-06-21T16:40:12.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2AR2H4B","extreme",,,false,1,,1
ObjectID(584eb10c51d6da3014c173ee),2016-06-21T16:40:33.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2A2UE4B","extreme",,,false,1,,1
ObjectID(584eb10c51d6da3014c173f0),2016-06-21T17:11:52.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2AR2H4B","normal",35.1,35,false,1,,1
ObjectID(584eb10e51d6da3014c173fa),2016-06-21T17:12:08.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2A2KJ4B","normal",35.17,35,false,1,,4
ObjectID(584eb11051d6da3014c17402),2016-06-21T17:12:26.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2ANTE4B","normal",34.77,30,false,1,,1
ObjectID(584eb11251d6da3014c17408),2016-06-21T17:13:17.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2ARDH4B","normal",34.88,30,false,1,,1
ObjectID(584eb11351d6da3014c17410),2016-06-21T17:13:55.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AF6K4B","normal",34.88,30,false,1,,1
ObjectID(584eb11551d6da3014c17416),2016-06-21T17:14:17.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2ADJ84B","normal",34.82,30,false,1,,1
ObjectID(584eb11751d6da3014c17420),2016-06-21T17:14:39.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AHDK4B","normal",34.77,30,false,1,,1
ObjectID(584eb11851d6da3014c17426),2016-06-21T17:14:55.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2A2UE4B","normal",34.77,30,false,1,,1
ObjectID(584eb12e51d6da3014c17488),2016-06-22T16:04:11.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",,,false,4,,1
ObjectID(584eb13151d6da3014c17496),2016-06-22T16:04:47.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,false,4,,1
ObjectID(584eb13451d6da3014c174a4),2016-06-22T16:10:58.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",6.78,5,true,,,1
ObjectID(584eb13451d6da3014c174a6),2016-06-22T16:11:11.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb13551d6da3014c174aa),2016-06-22T16:16:37.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",5.65,5,true,,,1
ObjectID(584eb13651d6da3014c174ac),2016-06-22T16:16:51.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb13651d6da3014c174ae),2016-06-22T16:21:58.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",5.35,5,true,,,1
ObjectID(584eb13751d6da3014c174b0),2016-06-22T16:22:16.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb14551d6da3014c174ee),2016-06-22T16:39:09.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",17.18,15,false,4,,1
ObjectID(584eb14751d6da3014c174fc),2016-06-22T16:39:37.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,false,4,,1
ObjectID(584eb14851d6da3014c174fe),2016-06-22T16:45:23.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",6.23,5,true,,,1
ObjectID(584eb14851d6da3014c17500),2016-06-22T16:45:38.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb14951d6da3014c17502),2016-06-22T16:50:45.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",5.37,5,true,,,1
ObjectID(584eb14951d6da3014c17504),2016-06-22T16:50:59.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb14951d6da3014c17506),2016-06-22T16:55:36.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",4.85,0,true,,,1
ObjectID(584eb14a51d6da3014c17508),2016-06-22T16:55:39.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","extreme",,,true,,,1
ObjectID(584eb15651d6da3014c17544),2016-06-22T17:12:30.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",16.9,15,false,4,,1
ObjectID(584eb15851d6da3014c1754e),2016-06-22T17:18:19.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",5.82,5,true,,,1
ObjectID(584eb15851d6da3014c17550),2016-06-22T17:23:21.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",5.03,5,true,,,1
ObjectID(584eb15951d6da3014c17552),2016-06-22T17:28:14.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ATTX4B","normal",4.88,0,true,,,1
ObjectID(584eb1e051d6da3014c17792),2016-06-24T16:02:39.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2APCS4C","normal",,,false,1,,4
ObjectID(584eb1e051d6da3014c17794),2016-06-24T16:02:40.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2A8BS4C","normal",,,false,1,,4
ObjectID(584eb1e251d6da3014c1779c),2016-06-24T16:03:03.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AP7S4C","normal",,,false,1,,4
ObjectID(584eb1e651d6da3014c177aa),2016-06-24T16:04:00.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2AFDS4C","normal",,,false,1,,4
ObjectID(584eb1e751d6da3014c177ae),2016-06-24T16:04:11.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2AKCS4C","normal",,,false,1,,4
ObjectID(584eb1f051d6da3014c177d0),2016-06-24T16:34:54.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2APCS4C","normal",32.25,30,false,1,,4
ObjectID(584eb1f051d6da3014c177d2),2016-06-24T16:34:54.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2A8BS4C","normal",32.23,30,false,1,,4
ObjectID(584eb1f251d6da3014c177da),2016-06-24T16:35:24.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AP7S4C","normal",32.35,30,false,1,,4
ObjectID(584eb1f551d6da3014c177e8),2016-06-24T16:36:20.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AFDS4C","normal",32.33,30,false,1,,4
ObjectID(584eb1f651d6da3014c177ec),2016-06-24T16:36:31.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AKCS4C","normal",32.33,30,false,1,,4
ObjectID(584eb1fe51d6da3014c17810),2016-06-24T17:05:51.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2A8BS4C","normal",30.95,30,false,1,,4
ObjectID(584eb1ff51d6da3014c17812),2016-06-24T17:05:50.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2APCS4C","normal",30.93,30,false,1,,4
ObjectID(584eb20051d6da3014c17816),2016-06-24T17:06:07.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2AP7S4C","normal",30.72,30,false,1,,4
ObjectID(584eb20351d6da3014c17824),2016-06-24T17:07:18.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AFDS4C","normal",30.97,30,false,1,,4
ObjectID(584eb20451d6da3014c17828),2016-06-24T17:07:21.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AKCS4C","normal",30.83,30,false,1,,4
ObjectID(584eb22a51d6da3014c178bc),2016-06-27T06:49:59.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AA2A4D","normal",,,false,1,,4
ObjectID(584eb23051d6da3014c178d6),2016-06-27T06:51:35.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AXZ94D","normal",,,false,1,,4
ObjectID(584eb23851d6da3014c178fc),2016-06-27T07:25:22.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2AA2A4D","normal",35.38,35,false,1,,4
ObjectID(584eb23e51d6da3014c17916),2016-06-27T07:26:39.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AXZ94D","normal",35.07,35,false,1,,4
ObjectID(584eb24751d6da3014c1793c),2016-06-27T07:59:41.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2AA2A4D","normal",34.32,30,false,1,,4
ObjectID(584eb24d51d6da3014c17956),2016-06-27T08:00:50.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2AXZ94D","normal",34.18,30,false,1,,4
ObjectID(584eb27c51d6da3014c17a26),2016-06-28T06:49:00.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AS5V4D","normal",,,false,2,,2
ObjectID(584eb27c51d6da3014c17a28),2016-06-28T06:55:29.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AS5V4D","normal",6.48,5,true,,,2
ObjectID(584eb28651d6da3014c17a4c),2016-06-28T07:20:38.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AS5V4D","normal",25.15,25,false,1,,2
ObjectID(584eb29851d6da3014c17a96),2016-06-28T07:59:10.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AS5V4D","normal",5.87,5,true,,,2
ObjectID(584eb29c51d6da3014c17aa6),2016-06-28T07:53:18.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AS5V4D","normal",32.67,30,false,2,,2
ObjectID(584eb2c951d6da3014c17b60),2016-06-29T06:46:32.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AL5S4E","normal",,,false,1,,4
ObjectID(584eb2d351d6da3014c17b8a),2016-06-29T06:49:12.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AY6S4E","normal",,,false,1,,4
ObjectID(584eb2d951d6da3014c17ba4),2016-06-29T07:17:55.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2AL5S4E","normal",31.38,30,false,1,,4
ObjectID(584eb2e351d6da3014c17bce),2016-06-29T07:20:21.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AY6S4E","normal",31.15,30,false,1,,4
ObjectID(584eb2e951d6da3014c17bea),2016-06-29T07:48:36.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AL5S4E","normal",30.68,30,false,1,,4
ObjectID(584eb2f451d6da3014c17c14),2016-06-29T07:50:51.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2AY6S4E","normal",30.5,30,false,1,,4
ObjectID(584eb3f751d6da3014c18042),2016-07-02T16:02:53.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2AW7J4G","normal",,,false,1,,4
ObjectID(584eb3fc51d6da3014c18054),2016-07-02T16:03:41.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2ABBJ4G","normal",,,false,1,,4
ObjectID(584eb40251d6da3014c1806c),2016-07-02T16:04:42.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AW6J4G","normal",,,false,1,,4
ObjectID(584eb40551d6da3014c18078),2016-07-02T16:05:05.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2AY7J4G","normal",,,false,1,,4
ObjectID(584eb40951d6da3014c1808a),2016-07-02T16:36:27.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AW7J4G","normal",33.57,30,false,1,,4
ObjectID(584eb40d51d6da3014c1809a),2016-07-02T16:37:20.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ABBJ4G","normal",33.65,30,false,1,,4
ObjectID(584eb41151d6da3014c180b0),2016-07-02T16:38:25.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2AW6J4G","normal",33.72,30,false,1,,4
ObjectID(584eb41451d6da3014c180bc),2016-07-02T16:38:50.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2AY7J4G","normal",33.75,30,false,1,,4
ObjectID(584eb41751d6da3014c180ca),2016-07-02T17:10:31.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AW7J4G","normal",34.07,30,false,1,,4
ObjectID(584eb41b51d6da3014c180da),2016-07-02T17:11:25.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ABBJ4G","normal",34.08,30,false,1,,4
ObjectID(584eb42051d6da3014c180f4),2016-07-02T17:12:25.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AW6J4G","normal",34,30,false,1,,4
ObjectID(584eb42151d6da3014c180f8),2016-07-02T17:12:50.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AY7J4G","normal",34,30,false,1,,4
ObjectID(584eb52b51d6da3014c1850a),2016-07-06T16:04:21.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AB7D4J","normal",,,false,1,,4
ObjectID(584eb54251d6da3014c1856a),2016-07-06T16:40:33.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2AB7D4J","normal",36.2,35,false,1,,4
ObjectID(584eb55351d6da3014c185b0),2016-07-06T17:17:06.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2AB7D4J","normal",36.55,35,false,1,,4
ObjectID(584eb5e351d6da3014c18800),2016-07-08T16:04:02.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AAJ54K","normal",,,false,1,,4
ObjectID(584eb5f251d6da3014c1883e),2016-07-08T16:39:08.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2AAJ54K","normal",35.1,35,false,1,,4
ObjectID(584eb60051d6da3014c1887c),2016-07-08T17:15:45.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AAJ54K","normal",36.62,35,false,1,,4
ObjectID(584eb60b51d6da3014c188aa),2016-07-09T06:49:06.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AMFG4K","normal",,,false,1,,4
ObjectID(584eb60e51d6da3014c188b6),2016-07-09T06:49:42.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2AJGG4K","normal",,,false,1,,4
ObjectID(584eb61051d6da3014c188bc),2016-07-09T06:49:58.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2A5GG4K","normal",,,false,1,,4
ObjectID(584eb61b51d6da3014c188e6),2016-07-09T06:57:02.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AZFG4K","normal",6.98,5,true,,,4
ObjectID(584eb61b51d6da3014c188e8),2016-07-09T06:50:03.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AZFG4K","normal",,,false,2,,4
ObjectID(584eb62151d6da3014c188fe),2016-07-09T07:20:45.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AJGG4K","normal",31.05,30,false,1,,4
ObjectID(584eb62251d6da3014c18904),2016-07-09T07:20:59.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2A5GG4K","normal",31.02,30,false,1,,4
ObjectID(584eb62451d6da3014c1890a),2016-07-09T07:21:09.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2AZFG4K","normal",24.12,20,false,1,,4
ObjectID(584eb62d51d6da3014c18930),2016-07-09T07:50:56.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AMFG4K","normal",61.83,60,false,1,,4
ObjectID(584eb63351d6da3014c18948),2016-07-09T07:51:38.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2AJGG4K","normal",30.88,30,false,1,,4
ObjectID(584eb63451d6da3014c1894c),2016-07-09T07:51:49.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2A5GG4K","normal",30.83,30,false,1,,4
ObjectID(584eb63651d6da3014c18952),2016-07-09T07:52:03.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2AZFG4K","normal",30.9,30,false,1,,4
ObjectID(584eb6af51d6da3014c18b1e),2016-07-12T06:48:20.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2A96E4L","normal",,,false,1,,1
ObjectID(584eb6b451d6da3014c18b34),2016-07-12T06:54:35.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AMXA4L","normal",7.27,5,true,,,4
ObjectID(584eb6b651d6da3014c18b3c),2016-07-12T06:47:19.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2AMXA4L","normal",,,false,2,,4
ObjectID(584eb6bb51d6da3014c18b52),2016-07-12T07:19:04.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2AMXA4L","normal",24.48,20,false,1,,4
ObjectID(584eb6c651d6da3014c18b7a),2016-07-12T07:26:08.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2A96E4L","normal",6.13,5,true,,,1
ObjectID(584eb6c651d6da3014c18b7c),2016-07-12T07:20:00.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2A96E4L","normal",31.67,30,false,3,,1
ObjectID(584eb6c751d6da3014c18b7e),2016-07-12T07:31:08.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2A96E4L","normal",5,5,true,,,1
ObjectID(584eb6ca51d6da3014c18b88),2016-07-12T07:50:49.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2AMXA4L","normal",31.75,30,false,1,,4
ObjectID(584eb6d151d6da3014c18ba0),2016-07-12T07:52:05.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2A96E4L","normal",20.95,20,false,1,,1
ObjectID(584eb71451d6da3014c18cb0),2016-07-13T06:49:34.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2AZXS4L","normal",,,false,1,,4
ObjectID(584eb71751d6da3014c18cba),2016-07-13T06:49:51.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ADVS4L","normal",,,false,1,,4
ObjectID(584eb71851d6da3014c18cc0),2016-07-13T06:50:10.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2ASVS4L","normal",,,false,1,,4
ObjectID(584eb72251d6da3014c18ce6),2016-07-13T07:20:58.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2AZXS4L","normal",31.4,30,false,1,,4
ObjectID(584eb72451d6da3014c18cf0),2016-07-13T07:21:25.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2ADVS4L","normal",31.57,30,false,1,,4
ObjectID(584eb72651d6da3014c18cf8),2016-07-13T07:21:49.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2ASVS4L","normal",31.65,30,false,1,,4
ObjectID(584eb72f51d6da3014c18d1c),2016-07-13T07:52:53.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AZXS4L","normal",31.92,30,false,1,,4
ObjectID(584eb73151d6da3014c18d26),2016-07-13T07:53:17.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2ADVS4L","normal",31.87,30,false,1,,4
ObjectID(584eb73351d6da3014c18d2e),2016-07-13T07:53:35.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2ASVS4L","normal",31.77,30,false,1,,4
ObjectID(584eb7c651d6da3014c18f94),2016-07-15T16:04:55.000Z,"danielbuschle2@gmail.com","immowelt","www.immowelt.de/expose/2AUJW4M","normal",,,false,1,,4
ObjectID(584eb7d951d6da3014c18fe2),2016-07-15T16:38:51.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2AUJW4M","normal",33.93,30,false,1,,4
ObjectID(584eb7ea51d6da3014c19030),2016-07-15T17:13:32.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2AUJW4M","normal",34.68,30,false,1,,4
ObjectID(584fdad651d6dad333b1ed24),2016-06-13T16:01:54.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88896099","normal",,,false,1,,4
ObjectID(584fdaf251d6dad333b1eda0),2016-06-13T18:18:30.000Z,"ismailbhamed@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88896099","normal",136.6,135,false,1,,4
ObjectID(584fdb1a51d6dad333b1ee56),2016-06-13T18:50:20.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88896099","normal",31.83,30,false,1,,4
ObjectID(584fdb2951d6dad333b1ee9c),2016-06-14T06:12:45.000Z,"nina.c.weiss@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88599431","normal",,,false,1,,4
ObjectID(584fdb4051d6dad333b1ef04),2016-06-14T06:44:39.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88599431","normal",31.9,30,false,1,,4
ObjectID(584fdb6251d6dad333b1ef98),2016-06-14T07:21:39.000Z,"vittilauro@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88599431","normal",37,35,false,1,,4
ObjectID(584fdc4351d6dad333b1f364),2016-06-17T06:46:14.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88955863","normal",,,false,1,,4
ObjectID(584fdc5451d6dad333b1f3ae),2016-06-17T06:48:59.000Z,"loviskuhn@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88955863","extreme",,,false,1,,4
ObjectID(584fdc6051d6dad333b1f3e2),2016-06-17T07:17:21.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88955863","normal",31.12,30,false,1,,4
ObjectID(584fdc6f51d6dad333b1f422),2016-06-17T07:20:05.000Z,"carsten.j.meier@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88955863","extreme",,,false,1,,4
ObjectID(584fdc7c51d6dad333b1f456),2016-06-17T07:48:55.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88955863","normal",31.57,30,false,1,,4
ObjectID(584fde7651d6dad333b1fba0),2016-06-21T16:02:18.000Z,"ma03592@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89022833","normal",,,false,3,,1
ObjectID(584fde7651d6dad333b1fba2),2016-06-21T16:01:53.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89021280","normal",,,false,3,,1
ObjectID(584fde7851d6dad333b1fba8),2016-06-21T16:09:53.000Z,"ma03592@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89022833","normal",7.58,5,true,,,1
ObjectID(584fde7851d6dad333b1fbaa),2016-06-21T16:09:54.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89021280","normal",8.02,5,true,,,1
ObjectID(584fde7951d6dad333b1fbac),2016-06-21T16:10:00.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015931","normal",7.65,5,true,,,1
ObjectID(584fde7b51d6dad333b1fbb4),2016-06-21T16:04:11.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015366","normal",,,false,3,,1
ObjectID(584fde7c51d6dad333b1fbb8),2016-06-21T16:10:29.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",7.37,5,true,,,1
ObjectID(584fde7d51d6dad333b1fbbc),2016-06-21T16:10:48.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020124","normal",7.15,5,true,,,1
ObjectID(584fde7e51d6dad333b1fbc0),2016-06-21T16:11:05.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015366","normal",6.9,5,true,,,1
